name,college,height,weight,vert,broad,bench,shuttle,cone,10yd,20yd,40yd,season,position
Josh Shaw,Southern California,72.5,201,37.5,130,26,4.12,7.01,1.54,2.59,4.44,2015,CB
JaCorey Shepherd,Kansas,70.875,199,,,14,,,,,,2015,CB
Tye Smith,Towson,72.125,195,36.5,124,15,3.96,6.97,1.6,2.67,4.6,2015,CB
DJoun Smith,Florida Atlantic,70,187,36,124,18,4.26,6.96,1.56,2.6,4.45,2015,CB
Damian Swann,Georgia,72,189,33,118,,,,1.59,2.63,4.5,2015,CB
Trae Waynes,Michigan State,72.125,186,38,122,19,4.39,7.06,1.53,2.55,4.31,2015,CB
Kevin White,Texas Christian,69.125,183,35.5,121,18,,,1.56,2.65,4.63,2015,CB
P.J. Williams,Florida State,72,194,40,132,12,4.28,7.08,1.55,2.63,4.57,2015,CB
Julian Wilson,Oklahoma,74,205,36,125,,4.22,6.94,1.6,2.69,4.58,2015,CB
Mackensie Alexander,Clemson,70.375,190,,,11,,,,,,2016,CB
Eli Apple,Ohio State,72.625,199,,,13,,,1.53,2.59,4.4,2016,CB
Briean Boddy-Calhoun,Minnesota,69.5,193,35,124,10,4.22,7.16,1.59,2.64,4.47,2016,CB
James Bradberry,Samford,72.75,211,36,124,16,4.21,6.91,1.53,2.6,4.45,2016,CB
Anthony Brown,Purdue,71.25,192,35,115,19,4.19,7.03,1.55,2.55,4.33,2016,CB
Artie Burns,Miami (FL),71.875,193,31.5,,,,,1.56,2.63,4.46,2016,CB
Juston Burris,North Carolina State,72.25,212,36.5,122,19,4.4,7.1,1.58,2.63,4.53,2016,CB
Taveze Calhoun,Mississippi State,72.375,192,33.5,,14,,,1.59,2.65,4.58,2016,CB
Maurice Canady,Virginia,73,193,38,124,16,4.09,7.03,1.59,2.63,4.49,2016,CB
Ken Crawley,Colorado,72.375,187,36.5,119,,,,1.53,2.57,4.43,2016,CB
Sean Davis,Maryland,73,201,37.5,126,21,3.97,6.64,1.56,2.6,4.46,2016,CB
DeAndre Elliott,Colorado State,72.875,188,41,125,,3.94,6.93,1.62,2.66,4.55,2016,CB
Kendall Fuller,Virginia Tech,71.5,187,,,15,,,,,,2016,CB
Vernon Hargreaves III,Florida,70.5,204,39,130,15,3.98,,1.58,2.62,4.5,2016,CB
DeVante Harris,Texas AM,70.625,176,38.5,124,,4.06,6.82,1.6,2.65,4.56,2016,CB
Xavien Howard,Baylor,72.125,201,33,122,11,4.15,7.18,1.61,2.67,4.58,2016,CB
William Jackson III,Houston,72.375,189,,116,10,,,1.52,2.56,4.37,2016,CB
Jonathan Jones,Auburn,69.125,186,36,123,19,4.25,7.25,1.47,2.5,4.33,2016,CB
Cyrus Jones,Alabama,69.875,197,33,116,10,4.21,6.71,1.55,2.62,4.49,2016,CB
Harlan Miller,Southeastern Louisiana,71.875,182,35.5,118,6,4.43,7.44,1.63,2.7,4.65,2016,CB
Jalen Mills,LSU,72,191,37,123,16,4,6.86,1.58,2.67,4.61,2016,CB
Eric Murray,Minnesota,70.625,199,39.5,124,15,4.05,7.08,1.54,2.58,4.49,2016,CB
Kevin Peterson,Oklahoma State,70.375,181,35.5,121,14,4.31,6.94,1.59,2.67,4.58,2016,CB
Jimmy Pruitt,San Jose State,71.625,198,32,117,19,,,1.66,2.75,4.73,2016,CB
Will Redmond,Mississippi State,70.75,182,,,,,,,,,2016,CB
Rashard Robinson,LSU,73.5,171,35.5,121,,,,1.62,2.65,4.49,2016,CB
KeiVarae Russell,Notre Dame,71.125,192,,,17,,,,,,2016,CB
Zack Sanchez,Oklahoma,70.875,185,35.5,116,19,,,,,,2016,CB
Kevon Seymour,Southern California,71.5,186,35,124,12,4.18,,1.55,2.57,4.39,2016,CB
LeShaun Sims,Southern Utah,72.5,203,37,120,11,4.19,7.08,1.64,2.68,4.53,2016,CB
Ryan Smith,North Carolina Central,71,189,36,122,18,4.09,6.88,1.59,2.64,4.47,2016,CB
Cleveland Wallace III,San Jose State,70.75,188,35.5,123,,,,1.66,2.72,4.68,2016,CB
D.J. White,Georgia Tech,70.875,193,33,132,17,4.33,7.18,1.61,2.64,4.49,2016,CB
Brandon Williams,Texas AM,71.375,197,30.5,118,18,4.19,6.85,1.54,2.58,4.37,2016,CB
Daryl Worley,West Virginia,72.75,204,35.5,123,14,4.15,6.98,1.64,2.7,4.64,2016,CB
Tavon Young,Temple,69.125,183,34.5,118,9,3.93,6.8,1.54,2.6,4.46,2016,CB
Brian Allen,Utah,74.875,215,34.5,116,15,4.34,6.64,1.51,2.56,4.43,2017,CB
Chidobe Awuzie,Colorado,71.75,202,34.5,132,16,4.14,6.81,1.53,2.57,4.43,2017,CB
Jeremy Clark,Michigan,75.125,221,,,20,,,,,,2017,CB
Gareon Conley,Ohio State,72.25,195,37,128,11,4.18,6.68,1.56,2.58,4.44,2017,CB
Treston DeCoud,Oregon State,73.75,206,31,115,11,,,1.63,2.71,4.62,2017,CB
Rasul Douglas,West Virginia,74,209,33.5,120,16,4.26,6.97,1.57,2.64,4.59,2017,CB
Corn Elder,Miami (FL),70.125,183,,,,,,1.62,2.66,4.55,2017,CB
Shaquill Griffin,Central Florida,71.75,194,38.5,132,17,4.14,6.87,1.52,2.55,4.38,2017,CB
Nate Hairston,Temple,71.875,196,35.5,116,14,,,1.59,2.65,4.52,2017,CB
Marlon Humphrey,Alabama,72.25,197,,124,10,,6.75,1.52,2.57,4.41,2017,CB
Adoree Jackson,Southern California,69.75,186,36,122,,,,1.52,2.56,4.38,2017,CB
Sidney Jones,Washington,71.75,186,33.5,123,,4.28,7.02,1.56,2.62,4.47,2017,CB
Damontae Kazee,San Diego State,70.25,184,34,123,11,,,1.6,2.65,4.54,2017,CB
Kevin King,Washington,75.25,200,39.5,,11,3.89,,1.51,2.57,4.43,2017,CB
Ashton Lampkin,Oklahoma State,72,189,34.5,120,19,,,1.61,2.63,4.52,2017,CB
Brendan Langley,Lamar (TX),72.25,201,35.5,123,22,4.21,7.06,1.57,2.61,4.43,2017,CB
Marshon Lattimore,Ohio State,72,193,38.5,132,,,,1.48,2.53,4.36,2017,CB
Jourdan Lewis,Michigan,70,188,34.5,121,15,,,1.57,2.64,4.54,2017,CB
William Likely,Maryland,67.125,180,,,15,,,,,,2017,CB
Arthur Maulet,Memphis,69.75,189,34.5,120,18,,,1.6,2.69,4.62,2017,CB
Fabian Moreau,UCLA,71.875,206,38,135,,4.12,6.94,1.51,2.51,4.35,2017,CB
Jalen Myrick,Minnesota,69.625,200,37.5,123,13,4.22,7.06,1.48,2.5,4.28,2017,CB
Ezra Robinson,Tennessee State,71,189,34,128,13,,,1.56,2.61,4.47,2017,CB
Sojourn Shelton,Wisconsin,69.25,177,35,120,10,4.02,6.92,1.61,2.63,4.51,2017,CB
Channing Stribling,Michigan,73,188,31.5,113,5,4.56,6.94,1.61,2.69,4.6,2017,CB
Cameron Sutton,Tennessee,71,188,34,120,11,,6.81,1.57,2.62,4.52,2017,CB
Teez Tabor,Florida,72.25,199,31,120,9,,,1.58,2.67,4.62,2017,CB
Cordrea Tankersley,Clemson,72.75,199,29.5,121,13,4.32,7,1.56,2.6,4.4,2017,CB
Jack Tocho,North Carolina State,71.875,202,35,124,21,,,1.55,2.61,4.54,2017,CB
Marquez White,Florida State,71.625,194,36,123,,,,1.61,2.7,4.59,2017,CB
TreDavious White,LSU,71.25,192,32,117,16,4.32,6.9,1.52,2.61,4.47,2017,CB
Quincy Wilson,Florida,72.625,211,32,116,14,4.02,6.86,1.58,2.65,4.54,2017,CB
Howard Wilson,Houston,72.75,184,33.5,117,,3.94,6.68,1.56,2.64,4.57,2017,CB
Ahkello Witherspoon,Colorado,74.75,198,40.5,126,,4.13,6.93,1.53,2.57,4.45,2017,CB
Jaire Alexander,Louisville,70.25,196,35,127,14,3.98,6.71,1.52,2.55,4.38,2018,CB
Anthony Averett,Alabama,71.125,183,31.5,119,13,4.4,6.93,1.5,2.54,4.36,2018,CB
Tony Brown,Alabama,71.875,199,31.5,126,14,4.11,6.78,1.53,2.56,4.35,2018,CB
Christian Campbell,Penn State,72.75,195,,,14,,,,,,2018,CB
Andre Chachere,San Jose State,71.75,197,38,123,13,4.07,6.78,1.52,2.61,4.49,2018,CB
Carlton Davis,Auburn,73,206,34,124,16,,,1.59,2.64,4.53,2018,CB
Duke Dawson,Florida,70.625,197,,,15,,,1.57,2.62,4.46,2018,CB
Dee Delaney,Miami (FL),71.5,200,32.5,120,13,4.25,6.95,1.57,2.63,4.46,2018,CB
Brandon Facyson,Virginia Tech,73.5,203,,,16,,,1.57,2.64,4.53,2018,CB
Rashard Fant,Indiana,69.5,179,,,,,,,,,2018,CB
Minkah Fitzpatrick,Alabama,72.125,204,33,121,14,,,1.52,2.58,4.46,2018,CB
Grant Haley,Penn State,69.25,190,34,119,15,3.94,6.51,1.55,2.59,4.44,2018,CB
Davontae Harris,Illinois State,71.375,205,32.5,123,22,4.4,6.96,1.56,2.63,4.43,2018,CB
Holton Hill,Texas,73.625,196,31,120,14,4.15,6.83,1.58,2.63,4.49,2018,CB
Mike Hughes,Central Florida,70.125,189,35.5,127,20,4.13,6.7,1.58,2.68,4.53,2018,CB
Josh Jackson,Iowa,72.375,196,38,123,18,4.03,6.86,1.57,2.61,4.48,2018,CB
J.C. Jackson,Maryland,69.75,201,35.5,120,14,,,1.54,2.59,4.46,2018,CB
Donte Jackson,LSU,70.5,178,,124,7,,,1.55,2.54,4.32,2018,CB
Taron Johnson,Weber State,71.125,192,33,118,17,4.28,7.03,1.54,2.6,4.5,2018,CB
Danny Johnson,Southern,69.25,181,35,123,15,,,1.56,2.58,4.44,2018,CB
Chris Jones,Nebraska,71.875,200,,,14,,,1.64,2.72,4.57,2018,CB
Michael Joseph,Dubuque,72.625,187,34,,17,4.2,6.89,,,,2018,CB
Jamarcus King,South Carolina,72.75,185,,,,,,1.69,2.76,4.7,2018,CB
Avonte Maddox,Pittsburgh,69.125,184,37,125,13,4,6.51,1.5,2.55,4.39,2018,CB
Tarvarus McFadden,Florida State,74.25,204,38.5,121,,,,1.62,2.7,4.67,2018,CB
Quenton Meeks,Stanford,73,209,39,128,11,4.23,6.72,,,,2018,CB
Kamrin Moore,Boston College,70.5,203,,,,,,,,,2018,CB
Nick Nelson,Wisconsin,70.625,200,,123,17,,,1.6,2.65,4.52,2018,CB
Parry Nickerson,Tulane,70.375,182,,,15,,,1.5,2.54,4.32,2018,CB
Isaiah Oliver,Colorado,72.25,201,,,,,,1.6,2.65,4.5,2018,CB
Darius Phillips,Western Michigan,69.875,193,,,,,,1.59,2.64,4.54,2018,CB
D.J. Reed,Kansas State,69.125,188,36.5,,11,,,1.58,2.62,4.51,2018,CB
M.J. Stewart,North Carolina,70.875,200,35,118,18,4.28,6.9,1.59,2.66,4.54,2018,CB
Greg Stroman,Virginia Tech,71.125,182,33.5,113,16,4.45,,1.58,2.62,4.48,2018,CB
Chandon Sullivan,Georgia State,70.75,194,40.5,134,15,4.36,,1.61,2.68,4.6,2018,CB
Jordan Thomas,Oklahoma,72.125,187,38,124,4,3.94,6.28,1.57,2.67,4.64,2018,CB
Henre Toliver,Arkansas,72.375,188,32.5,117,6,4.15,7.01,1.64,2.72,4.63,2018,CB
Kevin Toliver II,LSU,74,192,33,120,10,,,,,,2018,CB
DMontre Wade,Murray State,71.125,206,35.5,120,15,4.4,,1.61,2.68,4.57,2018,CB
Levi Wallace,Alabama,72.25,179,33,,,,,1.67,2.57,4.63,2018,CB
Denzel Ward,Ohio State,70.875,183,39,136,16,,,1.47,2.48,4.32,2018,CB
Isaac Yiadom,Boston College,72.875,190,,120,8,4.18,,1.57,2.65,4.52,2018,CB
Ugochukwu Amadi,Oregon,69.375,199,32.5,115,18,4.19,7.21,1.59,2.62,4.51,2019,CB
Blessuan Austin,Rutgers,72.625,198,,,15,,,,,,2019,CB
Derrick Baity Jr.,Kentucky,74.125,197,38.5,127,10,4.31,7.06,,,,2019,CB
DeAndre Baker,Georgia,71.125,190,,118,14,,,1.6,2.63,4.52,2019,CB
Corey Ballentine,Washburn,71,196,39.5,135,15,4.14,6.82,1.57,2.62,4.47,2019,CB
Kris Boyd,Texas,71.5,201,36.5,127,19,4.08,6.94,1.6,2.63,4.45,2019,CB
Blace Brown,Troy,72.375,194,,126,14,4.22,7.33,1.68,2.75,4.75,2019,CB
Jordan Brown,South Dakota State,72.375,201,39.5,128,13,,,1.64,2.65,4.51,2019,CB
Sean Bunting,Central Michigan,72.375,195,41.5,126,14,,,1.51,2.59,4.42,2019,CB
Hamp Cheevers,Boston College,69.375,169,39,122,8,4.25,6.96,1.63,2.67,4.52,2019,CB
Xavier Crawford,Central Michigan,70.875,187,37.5,,11,,,1.62,2.66,4.48,2019,CB
Davante Davis,Texas,74.125,202,37,125,14,4.15,6.76,1.61,2.67,4.57,2019,CB
Jamel Dean,Auburn,73,206,41,130,16,4.19,7.02,1.53,2.54,4.3,2019,CB
Rashad Fenton,South Carolina,71,193,34,117,12,4.25,,1.59,2.65,4.52,2019,CB
Mark Fields,Clemson,69.875,192,,,18,,,1.56,2.57,4.37,2019,CB
Montre Hartage,Northwestern,71.375,190,34.5,123,9,4.08,6.95,1.66,2.74,4.68,2019,CB
Alijah Holder,Stanford,72.75,191,36,121,9,4.15,6.7,1.61,2.67,4.6,2019,CB
Michael Jackson Sr.,Miami (FL),72.625,210,40.5,130,13,4.12,7.12,1.6,2.64,4.45,2019,CB
Isaiah Johnson,Houston,73.875,205,36.5,133,,4.06,6.81,1.55,2.56,4.4,2019,CB
Lonnie Johnson Jr.,Kentucky,74.125,210,38,129,15,4.1,7.01,1.55,2.64,4.52,2019,CB
Justin Layne,Michigan State,73.75,192,37.5,134,,4.09,6.9,1.59,2.65,4.5,2019,CB
David Long,Michigan,70.625,193,39.5,120,15,3.97,6.45,1.57,2.62,4.45,2019,CB
Julian Love,Notre Dame,70.75,195,36,121,14,4.1,6.72,1.62,2.65,4.54,2019,CB
Iman Marshall,Southern California,72.625,207,,,16,,,1.59,2.65,4.53,2019,CB
Jordan Miller,Washington,72.875,185,37,125,6,,,1.57,2.61,4.49,2019,CB
Trayvon Mullen,Clemson,73.5,195,34.5,123,,,,1.58,2.63,4.46,2019,CB
Byron Murphy,Washington,71.125,189,36.5,120,14,,,1.59,2.67,4.55,2019,CB
Amani Oruwariye,Penn State,73.625,205,36.5,120,17,4.16,6.82,1.63,2.66,4.47,2019,CB
Jamal Peters,Mississippi State,73.75,218,,,,,,1.72,2.78,4.63,2019,CB
Ryan Pulley,Arkansas,70.625,203,31,111,11,,,1.64,2.72,4.61,2019,CB
Kendall Sheffield,Ohio State,71.75,189,,,,,,,,,2019,CB
Saivion Smith,Alabama,72.875,203,33,121,11,4.37,7.09,,,,2019,CB
Derrek Thomas,Baylor,75.5,189,39.5,131,8,,,1.53,2.57,4.43,2019,CB
Ken Webster,Mississippi,70.875,203,43,133,18,4.14,6.85,1.55,2.59,4.43,2019,CB
Greedy Williams,LSU,73.625,182,,,,,,1.51,2.56,4.37,2019,CB
JoeJuan Williams,Vanderbilt,75.625,211,,,17,,,1.65,2.71,4.64,2019,CB
Rock Ya-Sin,Temple,71.75,192,39.5,120,18,4.31,7.31,1.6,2.65,4.51,2019,CB
Damon Arnette,Ohio State,71.625,195,,,,,,1.66,2.67,4.56,2020,CB
Trajan Bandy,Miami (FL),67.75,180,,,10,,,1.59,2.64,4.5,2020,CB
Essang Bassey,Wake Forest,69.375,191,39.5,128,12,4.13,6.95,1.55,2.6,4.46,2020,CB
Myles Bryant,Washington,67.875,183,31.5,115,,4.02,6.81,1.61,2.7,4.62,2020,CB
Nevelle Clarke,Central Florida,72.875,190,35,126,10,4.31,6.88,,,,2020,CB
Cameron Dantzler,Mississippi State,74.25,188,34.5,,,,,1.64,2.71,4.64,2020,CB
Javaris Davis,Auburn,68.5,183,35.5,124,11,,,1.56,2.59,4.39,2020,CB
Trevon Diggs,Alabama,73.375,205,,,,,,,,,2020,CB
Kristian Fulton,LSU,71.625,197,35.5,123,,4.36,6.94,1.56,2.61,4.46,2020,CB
Jeff Gladney,Texas Christian,70.25,191,37.5,124,17,,7.26,1.61,2.64,4.48,2020,CB
A.J. Green,Oklahoma State,73.5,202,,,13,,,1.62,2.69,4.62,2020,CB
Javelin K. Guidry,Utah,69,191,,,21,,,1.51,2.52,4.29,2020,CB
Bryce Hall,Virginia,73.125,202,,,11,,,,,,2020,CB
Harrison Hand,Temple,71.125,197,41,133,14,4.27,7.15,1.56,2.61,4.52,2020,CB
CJ Henderson,Florida,72.75,204,37.5,127,20,,,1.56,2.58,4.39,2020,CB
Lavert Hill,Michigan,70,190,,,21,,,,,,2020,CB
Darnay Holmes,UCLA,69.75,195,,,12,,,1.64,2.67,4.48,2020,CB
Noah Igbinoghene,Auburn,70.375,198,37,128,15,,,1.57,2.63,4.48,2020,CB
Dane Jackson,Pittsburgh,71.625,187,35,122,,4.27,7.07,1.6,2.67,4.57,2020,CB
Lamar Jackson,Nebraska,74,208,36.5,122,10,,,1.6,2.66,4.58,2020,CB
Jaylon Johnson,Utah,71.875,193,36.5,124,15,4.13,7.01,1.59,2.66,4.5,2020,CB
Thakarius Keyes,Tulane,72.875,202,36,126,,,,,,,2020,CB
Michael Ojemudia,Iowa,72.625,200,36,122,,4.21,6.87,1.54,2.62,4.45,2020,CB
Jeffrey Okudah,Ohio State,73.125,205,41,135,11,,,1.6,2.65,4.48,2020,CB
James Pierre,Florida Atlantic,72,183,33.5,123,,,7.02,1.61,2.68,4.59,2020,CB
Troy Pride Jr.,Notre Dame,71.5,193,35.5,119,13,4.26,6.94,1.58,2.62,4.4,2020,CB
John Reid,Penn State,70.375,187,36.5,129,20,3.97,6.95,1.59,2.63,4.49,2020,CB
Amik Robertson,Louisiana Tech,68.375,187,,,,,,,,,2020,CB
Reggie Robinson II,Tulsa,72.875,205,36,132,22,4.18,7.09,1.55,2.59,4.44,2020,CB
Stanford Samuels III,Florida State,73,187,,,,,,1.64,2.73,4.65,2020,CB
Josiah Scott,Michigan State,69.25,185,,,17,,,1.54,2.55,4.42,2020,CB
A.J. Terrell,Clemson,73.125,195,34.5,129,15,,,1.55,2.58,4.42,2020,CB
Stantley Thomas-Oliver III,Florida International,72.375,192,34,127,,,,1.58,2.63,4.48,2020,CB
Kindle Vildor,Georgia Southern,69.875,191,39.5,133,22,4.28,7.14,1.6,2.62,4.44,2020,CB
Colin Branch,Stanford,71.75,203,36,119,22,,,1.46,2.56,4.38,2003,FS
Chris Brown,Alabama-Birmingham,72.375,195,35.5,126,15,4.13,7.05,1.56,2.67,4.61,2003,FS
Charles Drake,Michigan,73,205,,,20,,,,,,2003,FS
Anthony Floyd,Louisville,69.5,202,33.5,117,19,4.2,7.09,1.59,2.67,4.6,2003,FS
Ken Hamlin,Arkansas,74.5,209,33,117,16,3.92,6.8,1.59,2.71,4.61,2003,FS
Terrence Holt,North Carolina State,73.75,208,34.5,122,13,4.03,6.99,,,,2003,FS
Todd Johnson,Florida,72.875,206,33.5,117,19,4.19,7.01,1.57,2.64,4.6,2003,FS
Rashean Mathis,Bethune-Cookman,72.75,202,38.5,123,22,4.17,7.09,1.61,2.6,4.45,2003,FS
Hanik Milligan,Houston,74.375,201,36.5,130,9,4.18,7.11,1.58,2.68,4.52,2003,FS
Donnie Nickey,Ohio State,74.25,220,33.5,119,17,4.16,7.08,1.59,2.72,4.65,2003,FS
Derek Pagel,Iowa,73,208,35.5,115,25,4.08,6.87,1.58,2.66,4.56,2003,FS
Willie Pile,Virginia Tech,74,206,38,125,14,4.21,6.77,1.59,2.69,4.6,2003,FS
Antwoine Sanders,Utah,73.625,202,37.5,128,14,4.45,7.44,1.56,2.67,4.54,2003,FS
Will Allen,Ohio State,72.5,202,,,,,,,,,2004,FS
Rashad Baker,Tennessee,70.5,204,36,117,21,4.12,7.19,1.6,2.67,4.58,2004,FS
Erik Coleman,Washington State,70.5,200,35.5,117,16,4.14,7.03,1.68,2.72,4.65,2004,FS
Kentrell Curry,Georgia,73,201,34.5,127,17,,,1.71,2.72,4.68,2004,FS
Daryl Dixon,Florida,69.625,195,35.5,118,15,,,1.64,2.72,4.72,2004,FS
Deandre Eiland,South Carolina,71.5,202,35,113,17,4.27,7.19,1.56,2.63,4.54,2004,FS
Brandon Everage,Oklahoma,71.625,194,,,,,,,,,2004,FS
Sean Jones,Georgia,73.375,218,36.5,122,,,7.19,,,,2004,FS
Keith Lewis,Oregon,72.5,204,37,121,11,4.07,7.28,1.61,2.67,4.57,2004,FS
Etric Pruitt,Southern Miss,72.125,197,39.5,116,,4,7.15,1.62,2.61,4.6,2004,FS
Dexter Reid,North Carolina,70.875,203,,,,,,,,,2004,FS
Stuart Schweigert,Purdue,74,218,38,124,18,3.89,6.68,1.57,2.62,4.45,2004,FS
Jason Shivers,Arizona State,72.5,201,36,128,19,,,1.55,2.63,4.53,2004,FS
Sean Taylor,Miami (FL),74.5,230,,,,,,,,,2004,FS
Matt Ware,UCLA,74.375,209,,,15,,,,,,2004,FS
Rashad Washington,Kansas State,74.125,223,34,116,14,4.02,7.06,,,,2004,FS
Quintin Williams,Wake Forest,71.5,207,37,122,21,4.09,7.28,1.6,2.66,4.58,2004,FS
Madieu Williams,Maryland,72.375,193,,125,18,,,,,,2004,FS
O.J. Atogwe,Stanford,71,219,,,22,,,1.64,2.7,4.62,2005,FS
Justin Beriault,Ball State,74.75,204,39.5,132,14,3.8,6.92,1.61,2.68,4.61,2005,FS
Josh Bullocks,Nebraska,72,209,37.5,118,,4.09,7.09,1.56,2.64,4.46,2005,FS
James Butler,Georgia Tech,73.875,213,40.5,127,16,3.98,7.1,1.69,2.76,4.65,2005,FS
Sean Considine,Iowa,72.125,212,37,117,19,3.92,7.09,1.58,2.63,4.52,2005,FS
Thomas Davis,Georgia,73,230,36.5,115,,4.01,7.1,1.64,2.71,4.6,2005,FS
Ben Emanuel,UCLA,74.75,213,,,21,,,1.64,2.74,4.65,2005,FS
Dustin Fox,Ohio State,70.875,191,43.5,,7,,,1.62,2.63,4.51,2005,FS
Aaron Francisco,Brigham Young,73.875,211,35,113,17,4.07,6.96,1.66,2.78,4.8,2005,FS
Vincent Fuller,Virginia Tech,73.125,189,,,,,,,,,2005,FS
Jason Harmon,Michigan State,71.5,209,37,118,23,4.1,7.61,1.64,2.77,4.77,2005,FS
Jim Leonhard,Wisconsin,68.375,191,,,19,,,,,,2005,FS
Brodney Pool,Oklahoma,73,207,,,,,,,,,2005,FS
Kerry Rhodes,Louisville,74.5,209,42,123,12,4.12,6.94,1.67,2.72,4.6,2005,FS
Gerald Sensabaugh,North Carolina,72.5,214,46,133,17,,,1.56,2.62,4.5,2005,FS
Marviel Underwood,San Diego State,70.25,205,38,118,19,4.21,7.12,1.65,2.72,4.55,2005,FS
Jahmile Addae,West Virginia,70.25,214,38.5,122,,,,1.65,2.79,4.75,2006,FS
Jason Allen,Tennessee,72.875,209,39.5,131,17,3.81,6.75,1.51,2.56,4.41,2006,FS
Antoine Bethea,Howard,71,203,36.5,127,19,4.11,6.99,1.53,2.57,4.42,2006,FS
Greg Blue,Georgia,74.25,216,37.5,120,16,,,1.6,2.7,4.62,2006,FS
Darrell Brooks,Arizona,72.375,198,36.5,125,7,4.36,6.97,1.6,2.7,4.69,2006,FS
Marcus Demps,San Diego State,71.75,198,31,117,17,4.09,6.91,1.67,2.79,4.77,2006,FS
Reed Doughty,Northern Colorado,72.5,209,37,121,15,4.17,6.66,1.59,2.67,4.68,2006,FS
Cedric Griffin,Texas,72.125,199,35.5,125,17,4.1,6.84,1.62,2.67,4.54,2006,FS
Roman Harper,Alabama,71.875,198,,,19,,,,,,2006,FS
Marcus Hudson,North Carolina State,73.125,194,,,11,,,,,,2006,FS
Nate Salley,Ohio State,73.75,216,40,123,14,4.15,6.79,1.6,2.71,4.67,2006,FS
Ko Simpson,South Carolina,73,209,40.5,122,11,4.17,7.09,1.56,2.63,4.47,2006,FS
Dwayne Slay,Texas Tech,75.5,216,32.5,112,,,,1.66,2.8,4.82,2006,FS
Anthony Smith,Syracuse,72.125,194,41,125,18,4.35,6.75,1.62,2.71,4.71,2006,FS
Pat Watkins,Florida State,76.75,211,41,133,14,,,1.49,2.56,4.44,2006,FS
Gerald Alexander,Boise State,72.375,210,41,124,15,4.21,7.24,1.61,2.65,4.58,2007,FS
Zach Catanese,Arizona State,74.25,225,,,24,,,,,,2007,FS
C.J. Gaddis,Clemson,71.5,203,36.5,121,20,4.3,7.28,1.59,2.63,4.54,2007,FS
Josh Gattis,Wake Forest,73,206,34.5,121,22,4.27,6.72,1.64,2.69,4.57,2007,FS
Dashon Goldson,Washington,74,205,34.5,115,12,4.46,7.37,1.67,2.73,4.69,2007,FS
Tanard Jackson,Syracuse,72,200,32.5,121,12,4.28,6.89,1.58,2.63,4.53,2007,FS
LaRon Landry,LSU,72.5,213,37.5,123,,,,1.55,2.57,4.37,2007,FS
Brandon Meriweather,Miami (FL),70.625,195,35,111,11,4.33,7.06,1.64,2.68,4.56,2007,FS
Chinedum Ndukwe,Notre Dame,73.75,206,37.5,,15,,,1.59,2.6,4.52,2007,FS
Reggie Nelson,Florida,71.375,198,34.5,,,,,1.62,2.68,4.56,2007,FS
J.D. Nelson,Oregon,71.375,207,32.5,111,,4.53,7.29,1.66,2.8,4.87,2007,FS
Marcus Paschal,Iowa,72.25,201,33,,15,4.72,7.31,1.68,2.79,4.74,2007,FS
Kevin Payne,Louisiana-Monroe,72.25,220,35,106,20,4.3,7,1.6,2.68,4.63,2007,FS
Leonard Peters,Hawaii,73.125,210,32.5,110,21,,7.49,1.74,2.85,4.84,2007,FS
Brandon Sharp,Louisville,70,194,37.5,,18,,,1.64,2.72,4.61,2007,FS
John Wendling,Wyoming,73.25,222,38.5,129,22,4.16,6.96,1.57,2.63,4.49,2007,FS
Marvin White,Texas Christian,73.25,199,33.5,,17,,,1.65,2.72,4.6,2007,FS
Husain Abdullah,Washington State,71.875,204,32.5,115,16,,7.07,1.56,2.63,4.63,2008,FS
Dominique Barber,Minnesota,72.25,210,34,117,23,4.34,7.08,1.59,2.72,4.68,2008,FS
Simeon Castille,Alabama,72.375,195,31.5,119,,4.36,7.07,1.57,2.65,4.63,2008,FS
Thomas DeCoud,California,73.375,207,35.5,122,,4.27,6.85,1.51,2.59,4.5,2008,FS
Quintin Demps,Texas-El Paso,71.875,206,31.5,110,16,,,1.51,2.53,4.39,2008,FS
Marcus Griffin,Texas,70.25,201,31.5,119,13,4.32,7.09,1.54,2.66,4.69,2008,FS
Jonathan Hefney,Tennessee,67.875,190,29,117,14,4.44,7.1,1.56,2.63,4.52,2008,FS
Dennis Keyes,UCLA,72.625,205,30.5,112,15,4.41,7.25,1.54,2.62,4.59,2008,FS
DaJuan Morgan,North Carolina State,72.125,205,33,119,21,4.41,7.12,1.54,2.62,4.56,2008,FS
D.J. Parker,Virginia Tech,71.25,192,29,111,19,4.44,6.94,1.55,2.65,4.59,2008,FS
Kenny Phillips,Miami (FL),74.25,212,32.5,121,19,4.27,6.97,1.47,2.53,4.48,2008,FS
David Roach,Texas Christian,72.375,210,38,123,16,4.15,6.88,1.55,2.63,4.53,2008,FS
Nehemiah Warrick,Michigan State,72.875,211,29.5,119,16,4.09,6.98,1.5,2.61,4.54,2008,FS
David Bruton,Notre Dame,74,219,41.5,132,19,4.28,6.6,1.61,2.64,4.46,2009,FS
Chris Clemons,Clemson,72.125,208,37.5,127,19,4.38,7.27,1.51,2.55,4.41,2009,FS
Louis Delmas,Western Michigan,71.375,202,37,126,12,4.17,6.67,1.56,2.63,4.56,2009,FS
Lendy Holmes,Oklahoma,72,206,32,112,16,4.32,7.28,1.68,2.8,4.75,2009,FS
